ETH_MACMIIDR	1038
ETH_MACPMTCSR	1042
ETH_MACRWUFFR	1041
ETH_MACSR	1043
ETH_MACVLANTR	1040
ETH_MMCCR	1049
ETH_MMCRFAECR	1053
ETH_MMCRFCECR	1053
ETH_MMCRGUFCR	1053
ETH_MMCRIMR	1050
ETH_MMCRIR	1049
ETH_MMCTGFCR	1052
ETH_MMCTGFMSCCR	1052
ETH_MMCTGFSCCR	1052
ETH_MMCTIMR	1051
ETH_MMCTIR	1050
ETH_PTPSSIR	1055
ETH_PTPTSAR	1057
ETH_PTPTSCR	1054
ETH_PTPTSHR	1055
ETH_PTPTSHUR	1056
ETH_PTPTSLR	1056
ETH_PTPTSLUR	1057
ETH_PTPTTHR	1058
ETH_PTPTTLR	1058
EXTI_EMR	211
EXTI_FTSR	212
EXTI_IMR	211
EXTI_PR	213
EXTI_RTSR	212
EXTI_SWIER	213
FSMC_BCR14	541
FSMC_BTR14	544
FSMC_BWTR14	547
FSMC_PCR24	557
FSMC_PMEM24	559
FSMC_SR24	558
GPIOx_BRR	174
GPIOx_BSRR	173
GPIOx_CRH	172
GPIOx_CRL	171
GPIOx_IDR	172
GPIOx_LCKR	174
GPIOx_ODR	173
I2C_CCR	781
I2C_CR1	772
I2C_CR2	774
I2C_DR	777
I2C_OAR1	776
I2C_OAR2	776
I2C_SR1	777
I2C_SR2	780
I2C_TRISE	782
IWDG_KR	496
IWDG_PR	496
IWDG_RLR	497
IWDG_SR	497
OTG_FS_CID	877
OTG_FS_DAINT	894
OTG_FS_DAINTMSK	895
OTG_FS_DCFG	889
OTG_FS_DCTL	890
OTG_FS_DIEPCTL0	896
OTG_FS_DIEPCTLx	898
OTG_FS_DIEPEMPMSK	896
OTG_FS_DIEPINTx	905
OTG_FS_DIEPMSK	892
OTG_FS_DIEPTSIZ0	907
OTG_FS_DIEPTSIZx	910
OTG_FS_DIEPTXF0	875
OTG_FS_DIEPTXFx	877
OTG_FS_DOEPCTL0	901
OTG_FS_DOEPCTLx	902
OTG_FS_DOEPINTx	906
OTG_FS_DOEPMSK	893
OTG_FS_DOEPTSIZ0	909
OTG_FS_DOEPTSIZx	911
OTG_FS_DSTS	891
OTG_FS_DTXFSTSx	911
OTG_FS_DVBUSDIS	895
OTG_FS_DVBUSPULSE	895
OTG_FS_GAHBCFG	861
OTG_FS_GCCFG	876
OTG_FS_GINTMSK	870
OTG_FS_GINTSTS	866
OTG_FS_GOTGCTL	858
OTG_FS_GOTGINT	859
OTG_FS_GRSTCTL	864
OTG_FS_GRXFSIZ	874
OTG_FS_GRXSTSP	873
OTG_FS_GRXSTSR	873
OTG_FS_GUSBCFG	862
OTG_FS_HAINT	881
OTG_FS_HAINTMSK	882
OTG_FS_HCCHARx	885
OTG_FS_HCFG	878
OTG_FS_HCINTMSKx	887
OTG_FS_HCINTx	886
OTG_FS_HCTSIZx	888
OTG_FS_HFIR	879
OTG_FS_HFNUM	879
OTG_FS_HNPTXFSIZ	875
OTG_FS_HNPTXSTS	875
OTG_FS_HPRT	882
OTG_FS_HPTXFSIZ	877
OTG_FS_HPTXSTS	880
OTG_FS_PCGCCTL	912
PWR_CR	77
PWR_CSR	79
RCC_AHBENR	111,	145	,	153
RCC_APB1ENR	115,	148
RCC_APB1RSTR	109,	142
RCC_APB2ENR	112,	146
RCC_APB2RSTR	106,	141
RCC_BDCR	118,	150
RCC_CFGR	101,	134	,	154
RCC_CIR	104,	137
RCC_CR	99,	132
RCC_CSR	119,	152
RTC_ALRH	492
RTC_ALRL	492
RTC_CNTH	491
RTC_CNTL	491
RTC_CRH	487
RTC_CRL	488
RTC_DIVH	490
RTC_DIVL	490
RTC_PRLH	489
RTC_PRLL	490
SDIO_CLKCR	607
SDIO_DCOUNT	613
SDIO_DCTRL	612
SDIO_DLEN	611
SDIO_DTIMER	611
SDIO_FIFO	620
SDIO_FIFOCNT	619
SDIO_ICR	615
SDIO_MASK	617
SDIO_POWER	607
SDIO_RESPCMD	610
SDIO_RESPx	610
SDIO_STA	614
SPI_CR1	742
SPI_CR2	744
SPI_CRCPR	746
SPI_DR	746
SPI_I2SCFGR	748
SPI_I2SPR	750
SPI_RXCRCR	747
SPI_SR	745
SPI_TXCRCR	748
TIMx_ARR	419,	456,	466	,	480
TIMx_BDTR	359
TIMx_CCER	353,	417,	455	,	465
TIMx_CCMR1	349,	413,	452	,	462
TIMx_CCMR2	351,	416
TIMx_CCR1	357,	419,	457	,	467
TIMx_CCR2	358,	420	,	457
TIMx_CCR3	358,	420
TIMx_CCR4	359,	420
TIMx_CNT	356	,	418,	456,	466	,	479
TIMx_CR1	338	,	404,	447,	460	,	476
TIMx_CR2	339,	406	,	478
TIMx_DCR	361,	421
TIMx_DIER	344	,	409,	449,	461	,	478
TIMx_DMAR	362,	421
TIMx_EGR	347	,	412,	451,	462	,	479
TIMx_PSC	356	,	418,	456,	466	,	480
TIMx_RCR	357
TIMx_SMCR	342,	407	,	448
TIMx_SR	346	,	410,	450,	461	,	479
USART_BRR	820
USART_CR1	821
USART_CR2	823
USART_CR3	824
USART_DR	820
USART_GTPR	826
USART_SR	818
USB_ADDRn_RX	649
USB_ADDRn_TX	648
USB_BTABLE	643
USB_CNTR	637
USB_COUNTn_RX	650
USB_COUNTn_TX	649
USB_DADDR	643
USB_EPnR	644
USB_FNR	642
USB_ISTR	639
WWDG_CFR	505
WWDG_CR	504
WWDG_SR	505
